ID_CONTA	DT_ACORDO	LIMITE
866433	2018-11-22	809.000000
866401	2018-11-22	1271.000000
865765	2018-11-22	1963.000000
865115	2018-11-22	3034.000000
864714	2018-11-22	589.000000
864370	2018-11-22	630.000000
864279	2018-11-22	3910.000000
864102	2018-11-22	1098.000000
863900	2018-11-22	1606.000000
863730	2018-11-22	3211.000000
863700	2018-11-22	4004.000000
863671	2018-11-22	1998.000000
863536	2018-11-22	1694.000000
863468	2018-11-22	1227.000000
862974	2018-11-22	1966.000000
862867	2018-11-22	930.000000
862776	2018-11-22	989.000000
861573	2018-11-22	1348.000000
861446	2018-11-22	2222.000000
861412	2018-11-22	3696.000000
861024	2018-11-22	1531.000000
860728	2018-11-22	1090.000000
858450	2018-11-22	1765.000000
855627	2018-11-22	1519.000000
855040	2018-11-22	1897.000000
854872	2018-11-22	1052.000000
854572	2018-11-22	2085.000000
853738	2018-11-22	1709.000000
852870	2018-11-22	1402.000000
851348	2018-11-22	684.000000
850176	2018-11-22	1067.000000
849812	2018-11-22	1812.000000
849585	2018-11-22	2618.000000
848840	2018-11-22	2279.000000
848455	2018-11-22	1052.000000
847870	2018-11-22	1942.000000
845998	2018-11-22	3961.000000
845781	2018-11-22	2116.000000
845715	2018-11-22	2180.000000
845615	2018-11-22	1694.000000
844981	2018-11-22	3137.000000
844129	2018-11-22	1361.000000
843708	2018-11-22	4803.000000
843406	2018-11-22	1162.000000
843174	2018-11-22	1590.000000
842797	2018-11-22	1013.000000
842638	2018-11-22	2181.000000
842468	2018-11-22	1319.000000
842374	2018-11-22	1474.000000
841938	2018-11-22	2761.000000
841534	2018-11-22	648.000000
999817	2018-11-22	954.000000
999694	2018-11-22	582.000000
999131	2018-11-22	1162.000000
999093	2018-11-22	2275.000000
998475	2018-11-22	652.000000
997695	2018-11-22	1164.000000
997687	2018-11-22	746.000000
997059	2018-11-22	1553.000000
996534	2018-11-22	654.000000
996391	2018-11-22	957.000000
995500	2018-11-22	3414.000000
994635	2018-11-22	683.000000
994591	2018-11-22	846.000000
994571	2018-11-22	966.000000
994529	2018-11-22	3798.000000
994437	2018-11-22	1744.000000
994362	2018-11-22	516.000000
994026	2018-11-22	924.000000
993921	2018-11-22	270.000000
993851	2018-11-22	615.000000
993600	2018-11-22	1380.000000
993491	2018-11-22	478.000000
993374	2018-11-22	885.000000
993223	2018-11-22	1160.000000
992755	2018-11-22	876.000000
991889	2018-11-22	1380.000000
991115	2018-11-22	809.000000
990711	2018-11-22	1453.000000
989408	2018-11-22	1300.000000
989311	2018-11-22	1813.000000
989293	2018-11-22	1538.000000
989177	2018-11-22	870.000000
988991	2018-11-22	494.000000
988926	2018-11-22	2118.000000
988531	2018-11-22	3029.000000
987957	2018-11-22	1319.000000
987583	2018-11-22	2783.000000
986934	2018-11-22	1201.000000
986636	2018-11-22	1753.000000
986349	2018-11-22	618.000000
986339	2018-11-22	1079.000000
985044	2018-11-22	1889.000000
984630	2018-11-22	978.000000
984379	2018-11-22	1525.000000
984033	2018-11-22	1642.000000
983845	2018-11-22	1001.000000
983263	2018-11-22	1606.000000
983243	2018-11-22	3798.000000
982627	2018-11-22	1694.000000
982317	2018-11-22	873.000000
982073	2018-11-22	1297.000000
981703	2018-11-22	1962.000000
981592	2018-11-22	367.000000
981388	2018-11-22	1347.000000
981154	2018-11-22	511.000000
980435	2018-11-22	1058.000000
980222	2018-11-22	3161.000000
979548	2018-11-22	1815.000000
979296	2018-11-22	652.000000
979162	2018-11-22	809.000000
978829	2018-11-22	606.000000
978032	2018-11-22	1639.000000
977006	2018-11-22	1820.000000
975745	2018-11-22	351.000000
973665	2018-11-22	798.000000
969926	2018-11-22	270.000000
967814	2018-11-22	1079.000000
967647	2018-11-22	456.000000
965433	2018-11-22	2193.000000
965183	2018-11-22	285.000000
959125	2018-11-22	1110.000000
958677	2018-11-22	1271.000000
958229	2018-11-22	1638.000000
954422	2018-11-22	270.000000
954028	2018-11-22	3506.000000
950494	2018-11-22	1229.000000
949728	2018-11-22	391.000000
949607	2018-11-22	785.000000
949290	2018-11-22	1116.000000
948472	2018-11-22	1138.000000
948372	2018-11-22	1636.000000
948220	2018-11-22	1870.000000
946695	2018-11-22	337.000000
945197	2018-11-22	663.000000
944591	2018-11-22	1453.000000
943977	2018-11-22	1235.000000
943341	2018-11-22	1052.000000
943106	2018-11-22	688.000000
942955	2018-11-22	1036.000000
942891	2018-11-22	949.000000
942523	2018-11-22	542.000000
942144	2018-11-22	631.000000
940453	2018-11-22	270.000000
939566	2018-11-22	1266.000000
939479	2018-11-22	1638.000000
938630	2018-11-22	1519.000000
938629	2018-11-22	270.000000
938377	2018-11-22	2036.000000
937441	2018-11-22	1124.000000
937173	2018-11-22	1101.000000
937092	2018-11-22	1564.000000
936622	2018-11-22	736.000000
936287	2018-11-22	1284.000000
935871	2018-11-22	2100.000000
935755	2018-11-22	2655.000000
935481	2018-11-22	1022.000000
935452	2018-11-22	1554.000000
935352	2018-11-22	1309.000000
935336	2018-11-22	1744.000000
934685	2018-11-22	660.000000
933830	2018-11-22	1271.000000
933413	2018-11-22	800.000000
933334	2018-11-22	3526.000000
933047	2018-11-22	1485.000000
931992	2018-11-22	1227.000000
931006	2018-11-22	2247.000000
930631	2018-11-22	880.000000
930507	2018-11-22	2279.000000
930404	2018-11-22	560.000000
929437	2018-11-22	1684.000000
928683	2018-11-22	1825.000000
928651	2018-11-22	1509.000000
928602	2018-11-22	1011.000000
928454	2018-11-22	337.000000
927943	2018-11-22	1308.000000
927316	2018-11-22	1365.000000
927149	2018-11-22	1052.000000
926644	2018-11-22	1315.000000
926631	2018-11-22	1672.000000
926562	2018-11-22	2748.000000
925817	2018-11-22	661.000000
925140	2018-11-22	3924.000000
925092	2018-11-22	1279.000000
923283	2018-11-22	528.000000
923252	2018-11-22	839.000000
923129	2018-11-22	733.000000
922787	2018-11-22	437.000000
922584	2018-11-22	726.000000
922016	2018-11-22	639.000000
921515	2018-11-22	1335.000000
921248	2018-11-22	1102.000000
920793	2018-11-22	1004.000000
919593	2018-11-22	4444.000000
918607	2018-11-22	1744.000000
917304	2018-11-22	7303.000000
915599	2018-11-22	699.000000
913830	2018-11-22	5089.000000
913432	2018-11-22	270.000000
910878	2018-11-22	1027.000000
910741	2018-11-22	416.000000
910097	2018-11-22	337.000000
909497	2018-11-22	273.000000
907448	2018-11-22	1380.000000
907382	2018-11-22	1716.000000
906505	2018-11-22	1670.000000
905933	2018-11-22	676.000000
905242	2018-11-22	637.000000
904899	2018-11-22	381.000000
904229	2018-11-22	701.000000
902293	2018-11-22	1052.000000
902234	2018-11-22	1672.000000
901224	2018-11-22	5127.000000
901121	2018-11-22	1572.000000
899624	2018-11-22	1749.000000
899315	2018-11-22	1012.000000
898079	2018-11-22	1162.000000
897027	2018-11-22	4937.000000
896782	2018-11-22	1237.000000
896002	2018-11-22	1618.000000
892750	2018-11-22	2279.000000
891327	2018-11-22	787.000000
890108	2018-11-22	1455.000000
885318	2018-11-22	289.000000
884782	2018-11-22	270.000000
882375	2018-11-22	876.000000
882242	2018-11-22	270.000000
880505	2018-11-22	583.000000
878299	2018-11-22	321.000000
876080	2018-11-22	1121.000000
874365	2018-11-22	1052.000000
871722	2018-11-22	1488.000000
871569	2018-11-22	639.000000
871336	2018-11-22	1090.000000
870819	2018-11-22	2527.000000
870325	2018-11-22	1255.000000
870310	2018-11-22	1463.000000
870244	2018-11-22	1438.000000
870065	2018-11-22	481.000000
870032	2018-11-22	694.000000
869926	2018-11-22	692.000000
869614	2018-11-22	1958.000000
869424	2018-11-22	2965.000000
869297	2018-11-22	1580.000000
869031	2018-11-22	1598.000000
868894	2018-11-22	1310.000000
868828	2018-11-22	526.000000
868810	2018-11-22	1599.000000
868538	2018-11-22	1224.000000
868467	2018-11-22	1242.000000
868426	2018-11-22	2366.000000
868254	2018-11-22	1146.000000
868229	2018-11-22	3764.000000
868129	2018-11-22	1242.000000
868020	2018-11-22	1461.000000
868000	2018-11-22	719.000000
867958	2018-11-22	1053.000000
867743	2018-11-22	570.000000
867538	2018-11-22	2965.000000
867525	2018-11-22	2191.000000
867504	2018-11-22	1235.000000
867485	2018-11-22	1206.000000
866706	2018-11-22	854.000000
866658	2018-11-22	2049.000000
866650	2018-11-22	1348.000000
866570	2018-11-22	337.000000
866500	2018-11-22	1424.000000
866134	2018-11-22	2180.000000
865970	2018-11-22	526.000000
865898	2018-11-22	1569.000000
865702	2018-11-22	4107.000000
865695	2018-11-22	2510.000000
865529	2018-11-22	2770.000000
865376	2018-11-22	3061.000000
865186	2018-11-22	657.000000
865018	2018-11-22	2139.000000
864857	2018-11-22	971.000000
864769	2018-11-22	976.000000
940908	2018-11-22	1472.000000
940744	2018-11-22	930.000000
940660	2018-11-22	809.000000
940649	2018-11-22	1513.000000
940442	2018-11-22	1064.000000
940349	2018-11-22	674.000000
940089	2018-11-22	1284.000000
939992	2018-11-22	2247.000000
939927	2018-11-22	392.000000
939913	2018-11-22	1578.000000
939819	2018-11-22	887.000000
939691	2018-11-22	3258.000000
939306	2018-11-22	529.000000
939190	2018-11-22	1090.000000
939159	2018-11-22	1890.000000
938984	2018-11-22	1438.000000
938854	2018-11-22	1409.000000
938845	2018-11-22	1455.000000
938575	2018-11-22	1252.000000
938482	2018-11-22	1303.000000
938435	2018-11-22	820.000000
938270	2018-11-22	2948.000000
938200	2018-11-22	1737.000000
938172	2018-11-22	665.000000
938137	2018-11-22	1897.000000
937948	2018-11-22	2180.000000
937939	2018-11-22	1052.000000
937723	2018-11-22	652.000000
937623	2018-11-22	1885.000000
937534	2018-11-22	1893.000000
937409	2018-11-22	270.000000
937384	2018-11-22	2191.000000
937281	2018-11-22	4644.000000
937065	2018-11-22	1052.000000
936743	2018-11-22	738.000000
936583	2018-11-22	4207.000000
936553	2018-11-22	1178.000000
936535	2018-11-22	834.000000
936519	2018-11-22	1143.000000
936497	2018-11-22	1229.000000
936430	2018-11-22	675.000000
936244	2018-11-22	1519.000000
936165	2018-11-22	1454.000000
936048	2018-11-22	1601.000000
936014	2018-11-22	955.000000
936008	2018-11-22	1097.000000
935662	2018-11-22	737.000000
935389	2018-11-22	633.000000
935265	2018-11-22	2075.000000
935112	2018-11-22	652.000000
934403	2018-11-22	842.000000
934314	2018-11-22	2072.000000
934214	2018-11-22	1638.000000
934192	2018-11-22	2048.000000
934018	2018-11-22	809.000000
933803	2018-11-22	2140.000000
933754	2018-11-22	1081.000000
933656	2018-11-22	2645.000000
933522	2018-11-22	1840.000000
933510	2018-11-22	1297.000000
933271	2018-11-22	1528.000000
933221	2018-11-22	542.000000
933216	2018-11-22	1680.000000
932607	2018-11-22	1460.000000
932604	2018-11-22	674.000000
932282	2018-11-22	742.000000
932185	2018-11-22	1955.000000
932131	2018-11-22	1052.000000
932125	2018-11-22	2246.000000
931602	2018-11-22	680.000000
931265	2018-11-22	2275.000000
931176	2018-11-22	1684.000000
931146	2018-11-22	818.000000
930985	2018-11-22	1229.000000
930837	2018-11-22	899.000000
930781	2018-11-22	1425.000000
930448	2018-11-22	1247.000000
930366	2018-11-22	3146.000000
930243	2018-11-22	1867.000000
930135	2018-11-22	1906.000000
930008	2018-11-22	1919.000000
929592	2018-11-22	1409.000000
929211	2018-11-22	385.000000
928956	2018-11-22	1681.000000
928682	2018-11-22	1053.000000
928638	2018-11-22	1208.000000
928518	2018-11-22	935.000000
928387	2018-11-22	1124.000000
928278	2018-11-22	1213.000000
927858	2018-11-22	506.000000
927677	2018-11-22	1279.000000
927670	2018-11-22	1037.000000
927661	2018-11-22	1236.000000
927621	2018-11-22	2051.000000
926990	2018-11-22	1348.000000
926906	2018-11-22	1053.000000
926890	2018-11-22	2957.000000
926844	2018-11-22	730.000000
926817	2018-11-22	1163.000000
926753	2018-11-22	2827.000000
926672	2018-11-22	843.000000
926536	2018-11-22	929.000000
926490	2018-11-22	1772.000000
926384	2018-11-22	1079.000000
926303	2018-11-22	1639.000000
926064	2018-11-22	1613.000000
925968	2018-11-22	660.000000
925588	2018-11-22	1043.000000
925557	2018-11-22	727.000000
925466	2018-11-22	1626.000000
925262	2018-11-22	1222.000000
924838	2018-11-22	813.000000
924828	2018-11-22	3205.000000
924799	2018-11-22	2693.000000
924745	2018-11-22	2247.000000
924685	2018-11-22	1180.000000
924654	2018-11-22	953.000000
924651	2018-11-22	1213.000000
924534	2018-11-22	876.000000
924443	2018-11-22	1994.000000
924382	2018-11-22	549.000000
924203	2018-11-22	2380.000000
924165	2018-11-22	631.000000
924092	2018-11-22	1169.000000
923942	2018-11-22	1163.000000
923845	2018-11-22	1000.000000
923613	2018-11-22	1100.000000
923446	2018-11-22	929.000000
923358	2018-11-22	3034.000000
923264	2018-11-22	2602.000000
923074	2018-11-22	1488.000000
922977	2018-11-22	3158.000000
922972	2018-11-22	1716.000000
922960	2018-11-22	1966.000000
922944	2018-11-22	1582.000000
922659	2018-11-22	4348.000000
922532	2018-11-22	701.000000
922378	2018-11-22	2945.000000
922308	2018-11-22	2469.000000
922272	2018-11-22	1180.000000
921902	2018-11-22	1075.000000
921846	2018-11-22	1564.000000
921785	2018-11-22	1161.000000
921759	2018-11-22	2317.000000
921694	2018-11-22	829.000000
921573	2018-11-22	1798.000000
921428	2018-11-22	1163.000000
920969	2018-11-22	1744.000000
920961	2018-11-22	2157.000000
920917	2018-11-22	1308.000000
920871	2018-11-22	899.000000
920819	2018-11-22	2180.000000
920610	2018-11-22	1640.000000
920431	2018-11-22	1890.000000
920422	2018-11-22	2191.000000
920365	2018-11-22	976.000000
920147	2018-11-22	1599.000000
919965	2018-11-22	1075.000000
919766	2018-11-22	280.000000
919612	2018-11-22	1079.000000
919512	2018-11-22	1476.000000
919482	2018-11-22	2064.000000
919121	2018-11-22	2247.000000
918934	2018-11-22	2103.000000
918711	2018-11-22	924.000000
918646	2018-11-22	1782.000000
918463	2018-11-22	2088.000000
918452	2018-11-22	1637.000000
917918	2018-11-22	715.000000
917650	2018-11-22	1053.000000
917610	2018-11-22	809.000000
917513	2018-11-22	2184.000000
917275	2018-11-22	2247.000000
917140	2018-11-22	1229.000000
917046	2018-11-22	1602.000000
916576	2018-11-22	1433.000000
916340	2018-11-22	1124.000000
91616	2018-11-22	1169.000000
915974	2018-11-22	2465.000000
915774	2018-11-22	1658.000000
915550	2018-11-22	1479.000000
915506	2018-11-22	1402.000000
915438	2018-11-22	1052.000000
915352	2018-11-22	2921.000000
915224	2018-11-22	508.000000
915204	2018-11-22	4096.000000
914722	2018-11-22	1684.000000
914703	2018-11-22	1153.000000
914687	2018-11-22	572.000000
914588	2018-11-22	1315.000000
914332	2018-11-22	1607.000000
914329	2018-11-22	2103.000000
914293	2018-11-22	1519.000000
914063	2018-11-22	1348.000000
913918	2018-11-22	3640.000000
913368	2018-11-22	1588.000000
912883	2018-11-22	1976.000000
912867	2018-11-22	684.000000
912481	2018-11-22	1091.000000
912321	2018-11-22	1067.000000
912296	2018-11-22	763.000000
911792	2018-11-22	1189.000000
911644	2018-11-22	2354.000000
911033	2018-11-22	1519.000000
910894	2018-11-22	2791.000000
910762	2018-11-22	1001.000000
910631	2018-11-22	2027.000000
910609	2018-11-22	1535.000000
910449	2018-11-22	2179.000000
910151	2018-11-22	1006.000000
909948	2018-11-22	809.000000
909477	2018-11-22	1685.000000
909277	2018-11-22	1139.000000
909248	2018-11-22	467.000000
908759	2018-11-22	1720.000000
908750	2018-11-22	2181.000000
908648	2018-11-22	772.000000
908641	2018-11-22	4320.000000
908444	2018-11-22	636.000000
908398	2018-11-22	743.000000
907594	2018-11-22	1899.000000
905840	2018-11-22	2381.000000
90544	2018-11-22	1719.000000
905067	2018-11-22	4783.000000
904793	2018-11-22	2308.000000
904359	2018-11-22	1308.000000
904227	2018-11-22	1153.000000
998106	2018-11-22	1753.000000
997172	2018-11-22	2506.000000
993094	2018-11-22	225.000000
992295	2018-11-22	779.000000
992043	2018-11-22	1091.000000
991534	2018-11-22	622.000000
990852	2018-11-22	1420.000000
987588	2018-11-22	660.000000
987484	2018-11-22	1407.000000
987382	2018-11-22	2164.000000
986906	2018-11-22	1744.000000
986847	2018-11-22	1335.000000
986716	2018-11-22	3258.000000
986507	2018-11-22	1535.000000
986452	2018-11-22	1091.000000
986341	2018-11-22	1820.000000
986321	2018-11-22	549.000000
986264	2018-11-22	508.000000
986165	2018-11-22	1011.000000
985986	2018-11-22	1488.000000
985830	2018-11-22	449.000000
985702	2018-11-22	1294.000000
985427	2018-11-22	1163.000000
985361	2018-11-22	1694.000000
985243	2018-11-22	1700.000000
985063	2018-11-22	1453.000000
984908	2018-11-22	983.000000
984660	2018-11-22	978.000000
984376	2018-11-22	1311.000000
984243	2018-11-22	2204.000000
984207	2018-11-22	1067.000000
983849	2018-11-22	1172.000000
983680	2018-11-22	1345.000000
983269	2018-11-22	351.000000
983048	2018-11-22	822.000000
982844	2018-11-22	1110.000000
982737	2018-11-22	813.000000
982653	2018-11-22	1634.000000
982311	2018-11-22	843.000000
982172	2018-11-22	1765.000000
981891	2018-11-22	270.000000
981855	2018-11-22	1093.000000
981717	2018-11-22	710.000000
981482	2018-11-22	1308.000000
981375	2018-11-22	945.000000
980992	2018-11-22	1366.000000
980907	2018-11-22	1271.000000
980898	2018-11-22	1371.000000
980827	2018-11-22	562.000000
980431	2018-11-22	730.000000
980381	2018-11-22	1152.000000
980337	2018-11-22	2279.000000
980277	2018-11-22	2313.000000
979948	2018-11-22	2978.000000
979831	2018-11-22	1119.000000
979804	2018-11-22	2674.000000
979697	2018-11-22	1017.000000
979661	2018-11-22	1745.000000
979531	2018-11-22	510.000000
979492	2018-11-22	1173.000000
979263	2018-11-22	1169.000000
979110	2018-11-22	1642.000000
979096	2018-11-22	1093.000000
978859	2018-11-22	1629.000000
978667	2018-11-22	1013.000000
978329	2018-11-22	1315.000000
978196	2018-11-22	1011.000000
978114	2018-11-22	629.000000
977408	2018-11-22	1352.000000
977186	2018-11-22	270.000000
977164	2018-11-22	1162.000000
977104	2018-11-22	2006.000000
977060	2018-11-22	1517.000000
976762	2018-11-22	1517.000000
976707	2018-11-22	1154.000000
976116	2018-11-22	1235.000000
976057	2018-11-22	667.000000
976055	2018-11-22	1745.000000
975793	2018-11-22	1453.000000
975742	2018-11-22	474.000000
975653	2018-11-22	1690.000000
975525	2018-11-22	270.000000
975510	2018-11-22	609.000000
975066	2018-11-22	1807.000000
974971	2018-11-22	1569.000000
974802	2018-11-22	1461.000000
974640	2018-11-22	1979.000000
974587	2018-11-22	1557.000000
974452	2018-11-22	1017.000000
974433	2018-11-22	1290.000000
974201	2018-11-22	1781.000000
974154	2018-11-22	1052.000000
974032	2018-11-22	1124.000000
973694	2018-11-22	742.000000
973499	2018-11-22	1169.000000
973181	2018-11-22	404.000000
973151	2018-11-22	772.000000
973114	2018-11-22	1052.000000
972911	2018-11-22	351.000000
972860	2018-11-22	2269.000000
972858	2018-11-22	479.000000
972816	2018-11-22	1278.000000
972731	2018-11-22	1169.000000
972634	2018-11-22	2444.000000
972538	2018-11-22	297.000000
972498	2018-11-22	2107.000000
972481	2018-11-22	602.000000
972268	2018-11-22	782.000000
972231	2018-11-22	987.000000
972179	2018-11-22	1694.000000
972100	2018-11-22	1162.000000
972067	2018-11-22	1356.000000
972025	2018-11-22	1066.000000
971850	2018-11-22	1271.000000
971695	2018-11-22	747.000000
971585	2018-11-22	2629.000000
971478	2018-11-22	429.000000
971325	2018-11-22	2508.000000
971308	2018-11-22	2247.000000
971159	2018-11-22	1023.000000
971093	2018-11-22	1228.000000
971014	2018-11-22	270.000000
970958	2018-11-22	1418.000000
970626	2018-11-22	1474.000000
970405	2018-11-22	1124.000000
970374	2018-11-22	916.000000
970256	2018-11-22	2471.000000
970114	2018-11-22	1681.000000
970087	2018-11-22	404.000000
970031	2018-11-22	506.000000
970003	2018-11-22	1600.000000
969891	2018-11-22	1320.000000
969354	2018-11-22	1100.000000
969314	2018-11-22	2022.000000
969078	2018-11-22	1453.000000
968896	2018-11-22	707.000000
968756	2018-11-22	742.000000
968285	2018-11-22	1919.000000
968209	2018-11-22	1139.000000
968104	2018-11-22	1540.000000
968068	2018-11-22	1788.000000
967833	2018-11-22	748.000000
967761	2018-11-22	1588.000000
967734	2018-11-22	584.000000
967728	2018-11-22	1127.000000
967597	2018-11-22	1942.000000
967573	2018-11-22	1716.000000
967365	2018-11-22	1987.000000
967209	2018-11-22	996.000000
967079	2018-11-22	1166.000000
967033	2018-11-22	607.000000
967008	2018-11-22	876.000000
966796	2018-11-22	1629.000000
966373	2018-11-22	774.000000
966010	2018-11-22	2251.000000
965875	2018-11-22	2047.000000
965816	2018-11-22	1348.000000
965730	2018-11-22	2347.000000
965634	2018-11-22	1707.000000
965611	2018-11-22	1104.000000
965425	2018-11-22	1576.000000
965173	2018-11-22	652.000000
965032	2018-11-22	1079.000000
964823	2018-11-22	270.000000
964587	2018-11-22	1353.000000
964528	2018-11-22	1348.000000
96411	2018-11-22	667.000000
964076	2018-11-22	876.000000
964015	2018-11-22	2337.000000
963924	2018-11-22	1969.000000
963829	2018-11-22	493.000000
963458	2018-11-22	1285.000000
963398	2018-11-22	2444.000000
963233	2018-11-22	1620.000000
963005	2018-11-22	855.000000
962903	2018-11-22	899.000000
962759	2018-11-22	725.000000
962435	2018-11-22	584.000000
962233	2018-11-22	1540.000000
961986	2018-11-22	846.000000
961903	2018-11-22	528.000000
961902	2018-11-22	631.000000
961701	2018-11-22	2247.000000
961686	2018-11-22	1887.000000
961404	2018-11-22	1963.000000
961281	2018-11-22	1758.000000
961095	2018-11-22	1906.000000
960990	2018-11-22	1753.000000
960877	2018-11-22	1448.000000
960834	2018-11-22	1727.000000
960707	2018-11-22	1715.000000
960361	2018-11-22	1348.000000
960097	2018-11-22	675.000000
959971	2018-11-22	1251.000000
959910	2018-11-22	5127.000000
958989	2018-11-22	270.000000
958150	2018-11-22	1067.000000
957741	2018-11-22	1011.000000
957645	2018-11-22	801.000000
957165	2018-11-22	429.000000
957017	2018-11-22	876.000000
956851	2018-11-22	1781.000000
956850	2018-11-22	751.000000
956615	2018-11-22	873.000000
956546	2018-11-22	902.000000
956489	2018-11-22	946.000000
956316	2018-11-22	5324.000000
956087	2018-11-22	1079.000000
